"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 20, 2011","806.25","819.00","819.25","798.00","66.00K","-1.83%"
"Jan 19, 2011","821.25","816.00","824.50","815.00","59.77K","0.40%"
"Jan 18, 2011","818.00","809.75","820.00","808.00","70.96K","0.99%"
"Jan 17, 2011","810.00","815.25","817.00","808.25","19.45K","-0.12%"
"Jan 14, 2011","811.00","809.00","817.00","801.25","71.24K","0.06%"
"Jan 13, 2011","810.50","810.25","811.50","801.00","59.92K","2.01%"
"Jan 12, 2011","794.50","798.50","803.00","796.25","7.25K","0.00%"
"Jan 11, 2011","794.50","782.25","799.25","779.00","39.34K","1.53%"
"Jan 10, 2011","782.50","766.00","784.25","764.25","52.20K","1.76%"
"Jan 07, 2011","769.00","771.00","771.00","757.25","41.76K","-0.81%"
"Jan 06, 2011","775.25","781.00","786.00","766.75","37.63K","-0.29%"
"Jan 05, 2011","777.50","769.25","784.50","757.75","64.48K","1.27%"
"Jan 04, 2011","767.75","786.25","791.00","763.75","60.75K","-3.15%"
"Jan 03, 2011","792.75","781.50","795.00","781.50","20.49K","3.97%"
"Dec 31, 2010","762.50","766.75","785.75","761.25","22.55K","-0.42%"
"Dec 30, 2010","765.75","780.25","782.75","764.25","42.08K","-1.83%"
"Dec 29, 2010","780.00","780.25","782.00","777.00","25.72K","-0.03%"
"Dec 28, 2010","780.25","778.00","781.75","777.00","11.46K","0.35%"
"Dec 27, 2010","777.50","775.00","786.00","773.75","9.26K","-0.19%"
"Dec 24, 2010","779.00","786.50","788.00","773.00","7.64K","-0.70%"
"Dec 23, 2010","784.50","779.25","786.50","778.00","24.43K","0.45%"
"Dec 22, 2010","781.00","779.25","782.25","777.50","41.70K","0.55%"
"Dec 21, 2010","776.75","770.00","779.00","769.00","41.22K","1.64%"
"Dec 20, 2010","764.25","766.75","774.25","760.50","52.46K","-0.29%"
"Dec 17, 2010","766.50","766.50","774.00","762.00","39.73K","-0.36%"
"Dec 16, 2010","769.25","768.00","771.00","764.00","51.64K","0.13%"
"Dec 15, 2010","768.25","762.00","771.75","755.00","71.13K","0.39%"
"Dec 14, 2010","765.25","763.00","768.50","760.75","84.87K","-0.23%"
"Dec 13, 2010","767.00","765.00","774.75","759.75","70.99K","1.22%"
"Dec 10, 2010","757.75","759.50","763.75","757.25","7.63K","0.00%"
"Dec 09, 2010","757.75","763.00","766.00","754.75","28.41K","0.07%"
"Dec 08, 2010","757.25","760.00","765.50","752.00","31.26K","-1.17%"
"Dec 07, 2010","766.25","764.25","777.25","760.00","28.26K","0.03%"
"Dec 06, 2010","766.00","771.50","775.50","762.50","33.54K","0.56%"
"Dec 03, 2010","761.75","755.00","772.00","753.50","38.92K","1.50%"
"Dec 02, 2010","750.50","742.25","759.50","740.75","45.81K","2.14%"
"Dec 01, 2010","734.75","720.25","745.25","718.50","45.40K","0.75%"
"Nov 30, 2010","729.25","737.75","738.50","717.75","47.33K","-0.71%"
"Nov 29, 2010","734.50","724.00","738.75","722.00","50.88K","1.73%"
"Nov 26, 2010","722.00","723.75","726.50","716.00","34.11K","-0.93%"
"Nov 25, 2010","728.75","723.00","729.00","720.25","31.30K","1.32%"
"Nov 24, 2010","719.25","703.25","727.75","703.00","62.25K","2.79%"
"Nov 23, 2010","699.75","705.75","707.00","694.50","60.27K","-0.14%"
"Nov 22, 2010","700.75","709.00","718.75","699.00","62.97K","-0.67%"
"Nov 19, 2010","705.50","715.50","725.00","703.50","81.80K","-1.40%"
"Nov 18, 2010","715.50","705.00","720.75","705.00","71.94K","0.28%"
"Nov 17, 2010","713.50","719.50","720.50","700.00","74.22K","-1.45%"
"Nov 16, 2010","724.00","737.50","738.50","719.25","88.94K","-2.00%"
"Nov 15, 2010","738.75","735.00","745.25","735.00","61.72K","-0.47%"
"Nov 12, 2010","742.25","756.50","756.75","733.00","78.61K","-1.46%"
"Nov 11, 2010","753.25","759.50","761.00","757.00","9.59K","0.00%"
"Nov 10, 2010","753.25","747.00","759.25","743.75","28.95K","0.84%"
"Nov 09, 2010","747.00","740.75","749.75","737.75","41.27K","1.15%"
"Nov 08, 2010","738.50","745.00","745.00","735.00","45.31K","0.44%"
"Nov 05, 2010","735.25","740.00","743.75","733.25","39.95K","-0.31%"
"Nov 04, 2010","737.50","727.25","739.75","726.50","36.65K","2.11%"
"Nov 03, 2010","722.25","719.00","728.00","716.25","41.47K","0.84%"
"Nov 02, 2010","716.25","712.00","719.00","710.25","44.95K","0.56%"
"Nov 01, 2010","712.25","700.75","717.75","698.50","41.55K","1.64%"
"Oct 29, 2010","700.75","703.75","705.00","692.50","33.17K","-1.02%"
"Oct 28, 2010","708.00","706.00","709.50","701.00","44.66K","1.72%"
"Oct 27, 2010","696.00","708.50","708.50","694.50","44.24K","-2.01%"
"Oct 26, 2010","710.25","709.75","712.00","704.25","36.11K","0.00%"
"Oct 25, 2010","710.25","709.50","716.75","702.75","55.68K","1.46%"
"Oct 22, 2010","700.00","699.75","710.25","695.50","43.69K","-0.60%"
"Oct 21, 2010","704.25","709.50","711.00","695.00","46.07K","-0.25%"
"Oct 20, 2010","706.00","692.75","710.50","691.75","89.85K","0.28%"
"Oct 19, 2010","704.00","718.50","719.50","692.25","75.84K","-1.57%"
"Oct 18, 2010","715.25","703.25","719.50","696.00","55.58K","0.49%"
"Oct 15, 2010","711.75","716.25","721.75","700.00","71.69K","-1.66%"
"Oct 14, 2010","723.75","725.75","730.00","714.50","64.34K","-0.24%"
"Oct 13, 2010","725.50","712.75","726.25","711.50","90.67K","0.38%"
"Oct 12, 2010","722.75","719.50","719.50","712.00","16.30K","0.00%"
"Oct 11, 2010","722.75","722.75","725.00","717.50","42.67K","0.14%"
"Oct 08, 2010","721.75","711.25","722.50","702.25","38.56K","0.10%"
"Oct 07, 2010","721.00","729.50","735.75","708.50","43.18K","-1.70%"
"Oct 06, 2010","733.50","724.00","735.75","720.50","47.41K","1.35%"
"Oct 05, 2010","723.75","721.75","727.50","718.75","47.29K","-0.45%"
"Oct 04, 2010","727.00","724.50","730.50","718.00","37.14K","1.01%"
"Oct 01, 2010","719.75","716.00","725.50","715.00","35.67K","1.84%"
"Sep 30, 2010","706.75","698.25","716.25","697.00","53.73K","2.76%"
"Sep 29, 2010","687.75","681.00","701.00","678.25","42.57K","0.84%"
"Sep 28, 2010","682.00","676.00","684.50","667.75","65.45K","1.60%"
"Sep 27, 2010","671.25","682.75","685.50","670.00","45.60K","-1.68%"
"Sep 24, 2010","682.75","676.25","686.75","675.50","43.89K","0.81%"
"Sep 23, 2010","677.25","671.25","682.00","665.00","59.57K","1.08%"
"Sep 22, 2010","670.00","675.50","680.50","667.75","64.97K","-1.51%"
"Sep 21, 2010","680.25","681.25","688.75","674.00","56.37K","-0.29%"
"Sep 20, 2010","682.25","666.50","684.75","666.50","52.78K","2.83%"
"Sep 17, 2010","663.50","668.00","679.25","660.25","84.77K","-1.37%"
"Sep 16, 2010","672.75","675.00","676.75","663.25","47.28K","-0.11%"
"Sep 15, 2010","673.50","674.50","677.75","669.50","73.94K","-0.55%"
"Sep 14, 2010","677.25","674.25","680.50","668.50","66.47K","0.44%"
"Sep 13, 2010","674.25","667.00","677.25","665.50","74.00K","1.74%"
"Sep 10, 2010","662.75","653.00","659.50","653.00","10.76K","0.00%"
"Sep 09, 2010","662.75","661.50","664.75","650.25","44.02K","0.34%"
"Sep 08, 2010","660.50","654.25","664.75","650.25","56.53K","2.17%"
"Sep 07, 2010","646.50","648.50","662.50","641.00","55.98K","-0.27%"
"Sep 06, 2010","648.25","647.25","652.00","646.75","21.62K","1.45%"
"Sep 03, 2010","639.00","648.75","654.00","637.50","38.12K","-0.12%"
"Sep 02, 2010","639.75","644.50","651.75","637.50","59.71K","-0.89%"
"Sep 01, 2010","645.50","631.00","650.00","630.75","53.31K","0.66%"
"Aug 31, 2010","641.25","641.50","648.00","629.00","41.93K","-0.81%"
"Aug 30, 2010","646.50","651.00","651.00","641.00","17.88K","0.47%"
"Aug 27, 2010","643.50","634.50","651.00","632.50","30.81K","0.63%"
"Aug 26, 2010","639.50","624.50","642.75","624.50","49.06K","3.06%"
"Aug 25, 2010","620.50","617.00","631.00","614.50","67.39K","0.53%"
"Aug 24, 2010","617.25","623.75","624.75","614.75","45.51K","-1.40%"
"Aug 23, 2010","626.00","630.00","635.00","623.25","41.28K","-0.67%"
"Aug 20, 2010","630.25","634.50","641.25","628.25","46.87K","-1.29%"
"Aug 19, 2010","638.50","644.00","652.00","635.00","67.58K","-0.12%"
"Aug 18, 2010","639.25","643.50","648.00","634.25","75.83K","-1.35%"
"Aug 17, 2010","648.00","631.00","649.75","631.00","60.78K","2.37%"
"Aug 16, 2010","633.00","637.00","642.00","632.00","39.31K","-0.59%"
"Aug 13, 2010","636.75","641.00","647.25","634.75","55.63K","-2.34%"
"Aug 12, 2010","652.00","646.00","651.75","643.50","11.46K","0.00%"
"Aug 11, 2010","652.00","668.00","668.25","648.00","33.70K","-2.61%"
"Aug 10, 2010","669.50","679.00","680.00","659.75","41.35K","-1.62%"
"Aug 09, 2010","680.50","675.75","683.25","675.00","36.02K","0.26%"
"Aug 06, 2010","678.75","688.25","691.25","670.00","39.00K","-1.34%"
"Aug 05, 2010","688.00","693.50","693.50","684.50","30.07K","-0.79%"
"Aug 04, 2010","693.50","691.25","695.50","686.00","26.72K","0.36%"
"Aug 03, 2010","691.00","680.25","693.25","677.75","38.79K","1.62%"
"Aug 02, 2010","680.00","658.00","682.75","657.75","37.02K","4.90%"
"Jul 30, 2010","648.25","650.25","658.00","640.75","30.54K","-0.35%"
"Jul 29, 2010","650.50","639.75","656.50","636.75","60.90K","1.88%"
"Jul 28, 2010","638.50","640.25","644.00","632.75","54.09K","-0.47%"
"Jul 27, 2010","641.50","654.00","659.00","636.50","46.45K","-2.10%"
"Jul 26, 2010","655.25","652.25","658.00","648.00","32.80K","0.58%"
"Jul 23, 2010","651.50","655.75","661.75","650.00","49.58K","-0.27%"
"Jul 22, 2010","653.25","636.00","658.50","634.00","72.61K","2.55%"
"Jul 21, 2010","637.00","646.50","653.50","634.00","68.27K","-1.55%"
"Jul 20, 2010","647.00","645.00","649.25","637.00","42.12K","-0.23%"
"Jul 19, 2010","648.50","637.50","656.50","637.50","46.06K","1.57%"
"Jul 16, 2010","638.50","645.50","648.00","636.00","52.77K","0.16%"
"Jul 15, 2010","637.50","647.00","654.75","636.00","67.01K","-2.19%"
"Jul 14, 2010","651.75","653.75","658.50","647.25","78.12K","-0.23%"
"Jul 13, 2010","653.25","637.00","657.25","631.25","70.73K","1.40%"
"Jul 12, 2010","644.25","647.00","648.00","639.25","11.31K","0.00%"
"Jul 09, 2010","644.25","642.25","649.75","637.75","37.82K","0.62%"
"Jul 08, 2010","640.25","635.25","646.50","632.75","49.04K","2.19%"
"Jul 07, 2010","626.50","616.75","636.00","610.25","40.36K","0.52%"
"Jul 06, 2010","623.25","610.00","628.00","607.00","44.36K","2.51%"
"Jul 05, 2010","608.00","614.75","618.50","607.00","24.94K","-0.94%"
"Jul 02, 2010","613.75","614.75","624.75","609.75","34.13K","-0.49%"
"Jul 01, 2010","616.75","639.50","640.25","614.25","50.10K","-4.34%"
"Jun 30, 2010","644.75","646.50","657.25","634.75","50.62K","-0.92%"
"Jun 29, 2010","650.75","671.25","671.25","647.25","39.50K","-2.95%"
"Jun 28, 2010","670.50","676.00","678.25","667.75","34.15K","0.79%"
"Jun 25, 2010","665.25","660.25","677.50","655.50","40.91K","1.33%"
"Jun 24, 2010","656.50","660.00","664.25","653.50","45.59K","-0.30%"
"Jun 23, 2010","658.50","673.00","677.25","656.25","48.06K","-3.52%"
"Jun 22, 2010","682.50","685.00","685.25","673.00","57.93K","-1.09%"
"Jun 21, 2010","690.00","683.00","692.75","678.00","48.38K","1.32%"
"Jun 18, 2010","681.00","684.50","686.00","673.50","45.51K","-0.47%"
"Jun 17, 2010","684.25","672.25","686.25","668.75","68.73K","3.24%"
"Jun 16, 2010","662.75","658.50","675.75","656.50","63.93K","1.18%"
"Jun 15, 2010","655.00","643.50","662.00","640.25","56.83K","0.34%"
"Jun 14, 2010","652.75","639.75","656.00","639.75","43.91K","2.03%"
"Jun 11, 2010","639.75","648.50","651.25","636.00","71.12K","0.00%"
"Jun 10, 2010","639.75","636.50","641.50","634.25","11.64K","0.00%"
"Jun 09, 2010","639.75","626.25","641.25","623.00","32.44K","2.36%"
"Jun 08, 2010","625.00","622.75","631.75","621.50","47.42K","0.64%"
"Jun 07, 2010","621.00","617.00","631.50","611.25","56.65K","-0.88%"
"Jun 04, 2010","626.50","645.00","652.25","618.00","38.44K","-1.88%"
"Jun 03, 2010","638.50","642.25","646.50","634.25","35.46K","0.24%"
"Jun 02, 2010","637.00","623.25","641.25","619.75","41.84K","-0.43%"
"Jun 01, 2010","639.75","640.00","646.00","617.75","47.00K","0.31%"
"May 31, 2010","637.75","636.00","640.75","636.00","8.37K","0.28%"
"May 28, 2010","636.00","637.00","647.25","629.25","38.08K","0.47%"
"May 27, 2010","633.00","609.75","637.75","608.25","41.03K","3.94%"
"May 26, 2010","609.00","602.00","614.25","596.50","50.01K","2.78%"
"May 25, 2010","592.50","605.25","605.25","585.75","59.27K","-1.94%"
"May 24, 2010","604.25","609.50","610.75","601.25","40.71K","-0.98%"
"May 21, 2010","610.25","601.75","614.75","598.00","70.33K","1.41%"
"May 20, 2010","601.75","617.00","625.25","595.00","73.20K","-2.59%"
"May 19, 2010","617.75","623.00","627.50","614.00","75.33K","-3.21%"
"May 18, 2010","638.25","639.75","644.75","622.75","70.19K","0.16%"
"May 17, 2010","637.25","655.00","658.50","632.25","90.12K","-3.78%"
"May 14, 2010","662.25","676.50","679.00","652.50","71.35K","-3.00%"
"May 13, 2010","682.75","688.00","691.50","676.00","57.26K","0.81%"
"May 12, 2010","677.25","672.00","682.25","672.00","10.92K","0.00%"
"May 11, 2010","677.25","675.00","680.00","666.00","32.29K","0.82%"
"May 10, 2010","671.75","661.25","685.50","661.25","41.35K","2.13%"
"May 07, 2010","657.75","669.00","675.75","652.50","38.23K","-3.70%"
"May 06, 2010","683.00","695.25","696.50","653.00","42.09K","-2.29%"
"May 05, 2010","699.00","713.25","717.75","689.75","54.57K","-3.49%"
"May 04, 2010","724.25","743.25","745.75","714.50","46.67K","-2.59%"
"May 03, 2010","743.50","736.00","747.50","731.75","15.27K","1.61%"
"Apr 30, 2010","731.75","726.75","736.50","724.75","47.83K","0.48%"
"Apr 29, 2010","728.25","717.00","729.00","715.25","42.25K","2.53%"
"Apr 28, 2010","710.25","712.00","718.25","706.75","58.33K","-1.22%"
"Apr 27, 2010","719.00","719.00","724.00","712.25","52.56K","-0.07%"
"Apr 26, 2010","719.50","722.00","725.75","716.00","42.96K","0.14%"
"Apr 23, 2010","718.50","709.00","721.75","707.00","42.11K","1.84%"
"Apr 22, 2010","705.50","707.00","713.00","698.25","47.61K","0.68%"
"Apr 21, 2010","700.75","701.00","711.00","697.50","56.03K","0.04%"
"Apr 20, 2010","700.50","693.75","702.25","693.75","53.56K","1.85%"
"Apr 19, 2010","687.75","704.50","705.00","683.00","74.52K","-2.52%"
"Apr 16, 2010","705.50","718.00","719.00","701.25","39.16K","-1.43%"
"Apr 15, 2010","715.75","716.00","721.00","711.00","40.47K","0.17%"
"Apr 14, 2010","714.50","704.50","719.00","704.50","59.03K","2.07%"
"Apr 13, 2010","700.00","706.00","709.50","698.00","84.24K","-1.34%"
"Apr 12, 2010","709.50","713.75","717.00","709.00","11.04K","0.00%"
"Apr 09, 2010","709.50","714.25","720.50","704.75","38.76K","0.14%"
"Apr 08, 2010","708.50","715.50","716.00","704.75","34.67K","-1.08%"
"Apr 07, 2010","716.25","722.75","724.75","714.00","54.24K","-1.31%"
"Apr 06, 2010","725.75","720.75","727.25","719.25","32.19K","0.66%"
"Apr 05, 2010","721.00","710.00","723.50","708.00","9.76K","2.41%"
"Apr 01, 2010","704.00","689.50","708.25","688.00","28.38K","2.96%"
"Mar 31, 2010","683.75","676.75","692.75","675.25","40.14K","1.37%"
"Mar 30, 2010","674.50","678.00","679.50","672.50","47.78K","-0.74%"
"Mar 29, 2010","679.50","663.50","681.50","663.50","38.75K","2.92%"
"Mar 26, 2010","660.25","661.50","672.75","658.25","50.36K","-0.60%"
"Mar 25, 2010","664.25","657.00","667.00","657.00","43.87K","0.53%"
"Mar 24, 2010","660.75","669.00","669.00","656.00","37.80K","-1.42%"
"Mar 23, 2010","670.25","668.00","672.50","662.25","39.09K","1.21%"
"Mar 22, 2010","662.25","662.00","669.00","649.25","46.41K","0.53%"
"Mar 19, 2010","658.75","674.00","675.00","658.00","43.79K","-2.23%"
"Mar 18, 2010","673.75","678.00","679.00","669.50","58.56K","-0.30%"
"Mar 17, 2010","675.75","675.25","681.50","671.50","82.28K","0.52%"
"Mar 16, 2010","672.25","652.00","676.50","648.50","73.72K","3.54%"
"Mar 15, 2010","649.25","663.00","667.50","648.25","75.12K","-2.48%"
"Mar 12, 2010","665.75","665.25","675.25","655.25","89.81K","0.15%"
"Mar 11, 2010","664.75","661.00","669.25","657.00","13.00K","0.00%"
"Mar 10, 2010","664.75","649.00","666.00","648.25","41.17K","2.23%"
"Mar 09, 2010","650.25","651.50","655.25","641.00","49.71K","0.15%"
"Mar 08, 2010","649.25","651.75","655.50","646.00","24.74K","-0.35%"
"Mar 05, 2010","651.50","642.00","653.25","641.25","24.11K","1.48%"
"Mar 04, 2010","642.00","648.50","648.50","638.00","29.23K","-0.70%"
"Mar 03, 2010","646.50","634.50","648.25","634.50","40.70K","1.33%"
"Mar 02, 2010","638.00","631.00","646.50","625.75","61.06K","0.67%"
"Mar 01, 2010","633.75","630.25","639.00","622.00","48.57K","0.80%"
"Feb 26, 2010","628.75","613.00","632.75","615.25","58.15K","2.61%"
"Feb 25, 2010","612.75","629.50","635.00","610.25","75.47K","-2.85%"
"Feb 24, 2010","630.75","630.25","635.75","622.50","48.15K","0.32%"
"Feb 23, 2010","628.75","640.00","641.50","622.50","49.71K","-1.33%"
"Feb 22, 2010","637.25","638.00","643.75","634.00","50.96K","0.99%"
"Feb 19, 2010","631.00","624.00","637.75","618.75","66.43K","1.04%"
"Feb 18, 2010","624.50","613.25","632.00","608.00","44.91K","2.21%"
"Feb 17, 2010","611.00","612.50","617.75","610.25","39.37K","-0.04%"
"Feb 16, 2010","611.25","588.00","614.50","587.25","55.03K","4.67%"
"Feb 15, 2010","584.00","587.00","590.00","582.75","17.56K","0.04%"
"Feb 12, 2010","583.75","599.00","600.00","581.50","56.48K","1.21%"
"Feb 11, 2010","576.75","588.00","596.50","587.25","15.70K","0.00%"
"Feb 10, 2010","576.75","581.50","590.00","574.50","47.31K","0.74%"
"Feb 09, 2010","572.50","565.00","586.50","565.00","35.53K","0.93%"
"Feb 08, 2010","567.25","574.75","574.75","563.25","27.80K","-1.39%"
"Feb 05, 2010","575.25","583.25","586.75","551.50","33.28K","-2.21%"
"Feb 04, 2010","588.25","613.25","613.25","579.00","39.21K","-4.70%"
"Feb 03, 2010","617.25","612.00","623.75","608.75","40.59K","2.49%"
"Feb 02, 2010","602.25","592.75","616.25","588.50","41.75K","2.69%"
"Feb 01, 2010","586.50","581.00","594.75","576.50","41.03K","0.00%"
"Jan 29, 2010","586.50","585.25","593.25","576.50","39.41K","0.51%"
"Jan 28, 2010","583.50","586.00","592.75","581.00","39.49K","-2.30%"
"Jan 27, 2010","597.25","593.25","599.50","579.25","56.30K","0.17%"
"Jan 26, 2010","596.25","595.75","598.00","588.50","38.39K","0.34%"
"Jan 25, 2010","594.25","597.25","598.75","587.50","46.69K","-0.54%"
"Jan 22, 2010","597.50","606.00","608.00","587.00","55.53K","-2.41%"
"Jan 21, 2010","612.25","618.00","620.00","602.00","58.64K","-0.33%"
"Jan 20, 2010","614.25","622.75","622.75","611.00","42.95K","-0.20%"
"Jan 19, 2010","615.50","624.50","626.00","611.00","59.83K","-1.28%"
"Jan 18, 2010","623.50","624.75","628.25","619.25","21.77K","-1.03%"
"Jan 15, 2010","630.00","635.75","635.75","623.50","47.03K","-0.98%"
"Jan 14, 2010","636.25","640.00","644.00","632.00","62.77K","0.04%"
"Jan 13, 2010","636.00","644.00","648.00","630.75","110.10K","-3.20%"
"Jan 12, 2010","657.00","654.00","657.00","652.75","12.75K","0.00%"
"Jan 11, 2010","657.00","667.50","668.50","654.25","42.95K","0.11%"
"Jan 08, 2010","656.25","656.00","664.00","651.50","35.26K","-0.61%"
"Jan 07, 2010","660.25","665.00","665.00","656.75","39.22K","-0.23%"
"Jan 06, 2010","661.75","659.25","667.00","651.75","44.10K","0.38%"
"Jan 05, 2010","659.25","659.25","663.00","653.75","41.32K","0.84%"
"Jan 04, 2010","653.75","640.00","659.00","638.75","49.94K","2.63%"
"Jan 01, 2010","637.00","637.00","637.00","637.00","-","0.24%"
"Dec 31, 2009","635.50","637.25","643.75","634.75","16.93K","-0.12%"
"Dec 30, 2009","636.25","634.00","642.75","634.00","33.74K","1.07%"
"Dec 29, 2009","629.50","628.00","637.00","626.00","30.53K","0.28%"
"Dec 28, 2009","627.75","619.00","629.00","617.75","14.44K","2.41%"
"Dec 25, 2009","613.00","613.00","613.00","613.00","-","0.99%"
"Dec 24, 2009","607.00","610.25","618.50","606.00","20.48K","-0.65%"
"Dec 23, 2009","611.00","595.00","613.25","593.50","33.23K","4.13%"
"Dec 22, 2009","586.75","593.25","598.75","584.00","39.66K","-2.49%"
"Dec 21, 2009","601.75","598.50","607.00","590.75","32.15K","1.09%"
"Dec 18, 2009","595.25","595.50","608.00","591.50","59.24K","0.59%"
"Dec 17, 2009","591.75","604.75","605.00","587.75","43.31K","-1.91%"
"Dec 16, 2009","603.25","588.00","605.75","587.50","58.76K","2.20%"
"Dec 15, 2009","590.25","584.00","594.00","583.75","52.07K","0.34%"
"Dec 14, 2009","588.25","585.25","591.25","583.00","52.47K","1.07%"
"Dec 11, 2009","582.00","586.00","591.50","580.75","57.91K","-2.27%"
"Dec 10, 2009","595.50","580.50","584.00","576.00","12.57K","0.00%"
"Dec 09, 2009","595.50","603.25","606.50","577.75","34.96K","-1.08%"
"Dec 08, 2009","602.00","612.25","614.00","600.25","37.98K","-1.19%"
"Dec 07, 2009","609.25","617.25","618.50","604.75","33.86K","-2.01%"
"Dec 04, 2009","621.75","616.25","631.50","610.75","48.21K","0.24%"
"Dec 03, 2009","620.25","619.00","625.00","613.75","41.54K","0.45%"
"Dec 02, 2009","617.50","628.00","632.50","615.00","32.61K","-2.53%"
"Dec 01, 2009","633.50","621.75","635.75","621.00","37.20K","3.13%"
"Nov 30, 2009","614.25","610.00","629.25","605.50","31.74K","1.53%"
"Nov 27, 2009","605.00","607.50","611.75","580.00","27.27K","-0.94%"
"Nov 26, 2009","610.75","614.75","617.75","607.00","17.25K","0.25%"
"Nov 25, 2009","609.25","605.75","619.75","602.50","37.51K","1.25%"
"Nov 24, 2009","601.75","617.50","617.75","600.75","57.69K","-4.22%"
"Nov 23, 2009","628.25","611.50","631.25","610.25","43.91K","3.12%"
"Nov 20, 2009","609.25","618.50","622.25","605.75","54.11K","-1.89%"
"Nov 19, 2009","621.00","634.75","637.75","614.25","58.94K","-3.42%"
"Nov 18, 2009","643.00","638.00","645.50","630.25","52.47K","1.86%"
"Nov 17, 2009","631.25","629.00","640.50","626.00","44.30K","0.44%"
"Nov 16, 2009","628.50","609.00","633.75","609.00","47.29K","2.86%"
"Nov 13, 2009","611.00","614.50","622.25","605.50","63.08K","-2.20%"
"Nov 12, 2009","624.75","625.25","625.75","619.75","8.88K","0.00%"
"Nov 11, 2009","624.75","625.25","631.50","620.00","29.78K","-0.60%"
"Nov 10, 2009","628.50","625.50","637.00","619.00","33.47K","-0.08%"
"Nov 09, 2009","629.00","615.00","633.50","615.00","39.01K","3.58%"
"Nov 06, 2009","607.25","635.00","636.50","605.00","52.22K","-5.08%"
"Nov 05, 2009","639.75","635.25","640.50","629.50","27.31K","-0.20%"
"Nov 04, 2009","641.00","631.75","643.00","631.00","37.54K","2.52%"
"Nov 03, 2009","625.25","628.75","636.50","614.75","35.96K","-0.32%"
"Nov 02, 2009","627.25","620.00","630.00","614.75","47.89K","0.40%"
"Oct 30, 2009","624.75","644.00","644.00","616.25","38.37K","-2.99%"
"Oct 29, 2009","644.00","622.75","645.25","622.00","28.72K","3.08%"
"Oct 28, 2009","624.75","640.75","641.25","621.00","29.98K","-2.50%"
"Oct 27, 2009","640.75","639.00","643.50","630.00","36.81K","0.67%"
"Oct 26, 2009","636.50","645.75","657.75","632.25","50.65K","-1.28%"
"Oct 23, 2009","644.75","654.50","658.25","643.00","44.13K","-1.38%"
"Oct 22, 2009","653.75","652.25","659.00","645.50","46.27K","0.73%"
"Oct 21, 2009","649.00","636.25","664.25","631.50","58.06K","1.80%"
"Oct 20, 2009","637.50","635.50","643.00","632.00","53.40K","0.71%"
"Oct 19, 2009","633.00","635.00","641.50","630.50","31.33K","1.24%"
"Oct 16, 2009","625.25","630.75","634.50","623.00","59.25K","1.50%"
"Oct 15, 2009","616.00","612.25","632.00","606.50","54.37K","1.69%"
"Oct 14, 2009","605.75","604.50","611.75","602.25","43.87K","1.47%"
"Oct 13, 2009","597.00","591.25","604.00","590.00","62.17K","4.14%"
"Oct 12, 2009","573.25","577.25","582.00","577.25","12.04K","0.00%"
"Oct 09, 2009","573.25","565.25","577.50","563.75","52.46K","1.60%"
"Oct 08, 2009","564.25","555.75","574.50","548.25","53.88K","0.49%"
"Oct 07, 2009","561.50","568.00","569.00","548.25","28.80K","-1.23%"
"Oct 06, 2009","568.50","557.50","570.00","556.25","31.59K","4.46%"
"Oct 05, 2009","544.25","558.25","561.75","541.50","34.20K","-1.80%"
"Oct 02, 2009","554.25","564.50","567.00","549.00","22.32K","-1.55%"
"Oct 01, 2009","563.00","568.25","574.00","558.50","38.91K","1.99%"
"Sep 30, 2009","552.00","539.00","570.50","535.25","36.28K","2.75%"
"Sep 29, 2009","537.25","540.50","542.00","533.25","34.05K","-0.92%"
"Sep 28, 2009","542.25","535.00","544.50","530.00","31.80K","1.45%"
"Sep 25, 2009","534.50","533.75","542.00","527.75","40.10K","-0.88%"
"Sep 24, 2009","539.25","557.00","559.00","532.50","50.74K","-3.27%"
"Sep 23, 2009","557.50","573.75","577.50","555.00","54.52K","-2.53%"
"Sep 22, 2009","572.00","558.50","577.00","558.50","32.81K","2.28%"
"Sep 21, 2009","559.25","577.00","579.50","555.00","43.36K","-3.41%"
"Sep 18, 2009","579.00","584.50","585.00","575.75","32.62K","-1.32%"
"Sep 17, 2009","586.75","577.75","588.00","575.50","49.62K","4.31%"
"Sep 16, 2009","562.50","559.75","579.50","558.75","56.50K","1.90%"
"Sep 15, 2009","552.00","555.75","569.00","550.75","50.56K","0.05%"
"Sep 14, 2009","551.75","554.50","556.00","544.50","47.36K","-2.22%"
"Sep 11, 2009","564.25","568.75","577.25","548.75","54.55K","-1.05%"
"Sep 10, 2009","570.25","565.50","568.25","561.50","6.47K","0.00%"
"Sep 09, 2009","570.25","562.00","573.00","559.25","31.87K","0.48%"
"Sep 08, 2009","567.50","546.50","569.50","546.50","38.15K","3.89%"
"Sep 07, 2009","546.25","544.25","553.75","538.50","25.38K","1.44%"
"Sep 04, 2009","538.50","550.25","552.25","538.00","34.98K","-1.87%"
"Sep 03, 2009","548.75","553.50","561.00","546.75","35.52K","-1.26%"
"Sep 02, 2009","555.75","556.25","563.25","549.50","29.07K","-1.85%"
"Sep 01, 2009","566.25","567.00","581.75","554.50","38.35K","0.62%"
"Aug 31, 2009","562.75","594.75","594.75","560.75","22.78K","-5.70%"
"Aug 28, 2009","596.75","593.00","601.00","587.00","26.80K","2.71%"
